CHR	BP	ANNOTATE
chr17	47268668	NA
chr17	47269031	NA
chr17	47269306	NA
chr17	47269860	NA
chr17	47270109	NA
chr17	47270959	NA
chr17	47271036	NA
chr17	47271037	NA
chr17	47271207	NA
chr17	47274774	NA
chr17	47283815	NA
chr17	47284735	exonic
chr17	47284787	NA
chr17	47285766	NA
chr17	47286380	NA
chr17	47286748	NA
chr17	47286962	NA
chr17	47287011	NA
chr17	47287035	NA
chr17	47287067	NA
chr17	47287109	NA
chr17	47287287	NA
chr17	47287288	NA
chr17	47287651	NA
chr17	47291209	NA
chr17	47291799	NA
chr17	47291937	NA
chr17	47291988	NA
chr17	47292060	NA
chr17	47292693	NA
chr17	47292698	NA
chr17	47293848	NA
chr17	47293906	exonic
chr17	47295355	NA
chr17	47295356	NA
chr17	47299789	NA
chr17	47300081	NA
chr17	47300822	NA
chr17	47300823	NA
chr17	47301268	NA
chr17	47302389	NA
chr17	47302699	NA
chr17	47302855	NA
chr17	47303082	NA
chr17	47303125	NA
chr17	47303222	NA
chr17	47303456	NA
chr17	47304328	NA
chr17	47304535	NA
chr17	47305051	NA
chr17	47307274	NA
chr17	47307645	NA
chr17	47308105	NA
chr17	47308238	NA
chr17	47308489	NA
chr17	47325664	NA
chr17	47325671	NA
chr17	47327047	NA
chr17	47328890	NA
chr17	47329255	NA
chr17	47329295	NA
chr17	47329365	NA
chr17	47329705	ncRNA_exonic
chr17	47335887	NA
chr17	47337392	NA
chr17	47337653	NA
chr17	47338083	NA
chr17	47342153	NA
chr17	47369099	NA
chr17	47369302	NA
chr17	47369481	NA
chr17	47370077	NA
chr17	47370449	NA
chr17	47371065	NA
chr17	47372328	NA
chr17	47372743	NA
chr17	47372764	NA
chr17	47372779	NA
chr17	47373094	NA
chr17	47373417	NA
chr17	47373559	NA
chr17	47374886	NA
chr17	47376440	NA
chr17	47376818	NA
chr17	47376826	NA
chr17	47376995	NA
chr17	47377267	NA
chr17	47389575	NA
chr17	47389581	NA
chr17	47389805	NA
chr17	47389935	NA
chr17	47390014	NA
chr17	47390136	exonic
chr17	47392396	NA
chr17	47392401	NA
chr17	47392402	NA
chr17	47392718	NA
chr17	47393605	NA
chr17	47395288	NA
chr17	47395729	NA
chr17	47395997	NA
chr17	47400112	NA
chr17	47400171	NA
chr17	47400524	NA
chr17	47400678	NA
chr17	47400863	NA
chr17	47405338	NA
chr17	47405349	NA
chr17	47409222	NA
chr17	47410127	NA
chr17	47410480	NA
chr17	47410521	NA
chr17	47410679	NA
chr17	47410841	NA
chr17	47410889	NA
chr17	47410936	NA
chr17	47411103	NA
chr17	47411493	NA
chr17	47411575	NA
chr17	47411672	NA
chr17	47411814	NA
chr17	47411987	NA
chr17	47412242	NA
chr17	47412578	NA
chr17	47413472	NA
chr17	47413599	NA
chr17	47413671	NA
chr17	47413672	NA
chr17	47413880	NA
chr17	47415094	NA
chr17	47415587	NA
chr17	47416556	NA
chr17	47416559	NA
chr17	47420054	NA
chr17	47428406	NA
chr17	47428535	NA
chr17	47428573	NA
chr17	47428996	NA
chr17	47429834	NA
chr17	47430042	NA
chr17	47430223	NA
chr17	47431096	NA
chr17	47433192	NA
chr17	47433222	NA
chr17	47433739	NA
chr17	47434041	NA
chr17	47434355	NA
chr17	47435276	NA
chr17	47435449	NA
chr17	47436040	NA
chr17	47436134	NA
chr17	47436514	NA
chr17	47436812	NA
chr17	47436817	NA
chr17	47437617	NA
chr17	47438123	NA
chr17	47438319	NA
chr17	47439156	NA
chr17	47439302	NA
chr17	47439900	NA
chr17	47439987	NA
chr17	47440420	NA
chr17	47440466	NA
chr17	47445950	NA
chr17	47447375	NA
chr17	47448548	NA
chr17	47448970	NA
chr17	47451117	NA
chr17	47451139	NA
chr17	47451201	NA
chr17	47467330	NA
chr17	47467501	NA
chr17	47468011	NA
chr17	47468020	NA
chr17	47468038	NA
chr17	47468147	NA
chr17	47468546	NA
chr17	47468706	NA
chr17	47468868	NA
chr17	47469034	NA
chr17	47469186	NA
chr17	47469229	NA
chr17	47472365	NA
chr17	47472425	NA
chr17	47477825	NA
chr17	47481374	NA
chr17	47481514	NA
chr17	47481543	NA
chr17	47485898	NA
chr17	47485962	NA
chr17	47485986	NA
chr17	47486016	NA
chr17	47489162	exonic
chr17	47490726	NA
chr17	47490872	NA
chr17	47491314	NA
chr17	47492177	NA
chr17	47492366	NA
chr17	47492587	NA
chr17	47494203	NA
chr17	47501929	NA
chr17	47512457	NA
chr17	47512764	NA
chr17	47512945	NA
chr17	47512991	NA
chr17	47513127	NA
chr17	47513199	NA
chr17	47516483	NA
chr17	47516523	NA
chr17	47517749	NA
chr17	47518042	NA
chr17	47527120	NA
chr17	47529746	NA
chr17	47535773	NA
chr17	47535820	NA
chr17	47536040	NA
chr17	47536305	NA
chr17	47536521	NA
chr17	47536705	NA
chr17	47536973	NA
chr17	47537001	NA
chr17	47539022	NA
chr17	47539173	NA
chr17	47539225	NA
chr17	47539547	NA
chr17	47540061	NA
chr17	47546542	NA
chr17	47547427	NA
chr17	47547565	NA
chr17	47547571	NA
chr17	47547795	NA
chr17	47547845	NA
chr17	47547873	NA
chr17	47547931	NA
chr17	47548398	NA
chr17	47548767	NA
chr17	47548898	NA
chr17	47548921	NA
chr17	47548936	NA
chr17	47548960	NA
chr17	47549398	NA
chr17	47549549	NA
chr17	47549589	NA
chr17	47550848	NA
chr17	47550976	NA
chr17	47551127	NA
chr17	47558755	NA
chr17	47562966	NA
chr17	47563121	NA
chr17	47563553	NA
chr17	47563873	NA
chr17	47563942	NA
chr17	47564012	NA
chr17	47564099	NA
chr17	47564156	NA
chr17	47564310	NA
chr17	47564433	NA
chr17	47564838	NA
chr17	47564852	NA
chr17	47564947	NA
chr17	47567255	NA
chr17	47567317	NA
chr17	47567418	NA
chr17	47568192	NA
chr17	47571788	NA
chr17	47572294	NA
chr17	47572518	NA
chr17	47572522	NA
chr17	47573731	NA
chr17	47574035	NA
chr17	47574283	NA
chr17	47574539	NA
chr17	47574547	NA
chr17	47574755	NA
chr17	47574967	NA
chr17	47575307	NA
chr17	47577348	NA
chr17	47577411	NA
chr17	47577484	NA
chr17	47577614	NA
chr17	47577619	NA
chr17	47578118	NA
chr17	47578438	NA
chr17	47578483	NA
chr17	47578735	NA
chr17	47579033	NA
chr17	47579113	NA
chr17	47579806	NA
chr17	47580945	NA
chr17	47581045	NA
chr17	47581089	NA
chr17	47581150	NA
chr17	47581236	NA
chr17	47583018	NA
chr17	47583441	NA
chr17	47583581	NA
chr17	47584004	exonic
chr17	47584210	NA
chr17	47584729	NA
chr17	47585122	NA
chr17	47585162	NA
chr17	47585899	NA
chr17	47586028	NA
chr17	47586116	NA
chr17	47586188	NA
chr17	47586212	NA
chr17	47586230	NA
chr17	47586458	NA
chr17	47586582	NA
chr17	47586660	NA
chr17	47586922	NA
chr17	47587712	NA
chr17	47587819	exonic
chr17	47588000	exonic
chr17	47591019	NA
chr17	47591035	NA
chr17	47591235	NA
chr17	47591270	NA
chr17	47591464	NA
chr17	47591609	NA
chr17	47591690	NA
chr17	47591703	NA
chr17	47591886	NA
chr17	47592136	NA
chr17	47592201	NA
chr17	47593661	NA
chr17	47601234	NA
chr17	47601318	NA
chr17	47601428	NA
chr17	47601793	NA
chr17	47601980	NA
chr17	47602322	NA
chr17	47602342	NA
chr17	47602354	NA
chr17	47622845	NA
chr17	47623102	NA
chr17	47623986	NA
chr17	47626067	NA
chr17	47626372	NA
chr17	47629675	NA
chr17	47632913	NA
chr17	47633153	NA
chr17	47633590	NA
chr17	47633883	NA
chr17	47634194	NA
chr17	47634277	NA
chr17	47634822	NA
chr17	47643235	NA
chr17	47643338	NA
chr17	47643750	NA
chr17	47645172	NA
chr17	47645404	NA
chr17	47647314	NA
chr17	47647776	NA
chr17	47648201	NA
chr17	47648229	NA
chr17	47648261	NA
chr17	47652035	NA
chr17	47652338	NA
chr17	47652392	NA
chr17	47652993	NA
chr17	47653804	NA
chr17	47654112	NA
chr17	47654275	NA
chr17	47654503	NA
chr17	47654644	NA
chr17	47654808	NA
chr17	47655093	NA
chr17	47655690	NA
chr17	47656854	NA
chr17	47657188	NA
chr17	47657824	NA
chr17	47658042	NA
chr17	47658180	NA
chr17	47658243	NA
chr17	47658322	NA
chr17	47658754	NA
chr17	47659636	NA
chr17	47660523	NA
chr17	47661137	NA
chr17	47676880	NA
chr17	47676982	NA
chr17	47677191	NA
chr17	47679560	NA
chr17	47680910	NA
chr17	47681620	NA
chr17	47682056	NA
chr17	47682329	NA
chr17	47693686	NA
chr17	47693858	NA
chr17	47694417	NA
chr17	47700311	NA
chr17	47700315	NA
chr17	47700520	NA
chr17	47700587	NA
chr17	47714870	NA
chr17	47724212	NA
chr17	47724585	NA
chr17	47724667	NA
chr17	47745957	NA
chr17	47746437	NA
chr17	47747648	NA
chr17	47752532	NA
chr17	47752820	NA
chr17	47752929	NA
chr17	47753381	NA
chr17	47753619	NA
chr17	47754199	NA
chr17	47754633	NA
chr17	47755741	NA
chr17	47756027	NA
chr17	47756343	NA
chr17	47756368	NA
chr17	47756500	NA
chr17	47772408	NA
chr17	47772470	NA
chr17	47772525	NA
chr17	47773013	NA
chr17	47778793	NA
chr17	47782865	NA
chr17	47783663	exonic
chr17	47784550	NA
chr17	47786332	NA
chr17	47786449	NA
chr17	47786916	NA
chr17	47787694	NA
chr17	47788105	NA
chr17	47788755	exonic
chr17	47794435	NA
chr17	47795035	exonic
chr17	47795310	NA
chr17	47797515	NA
chr17	47798112	NA
chr17	47798725	NA
chr17	47800544	NA
chr17	47807090	NA
chr17	47807215	NA
chr17	47807954	NA
chr17	47808765	NA
chr17	47808980	NA
chr17	47810114	NA
chr17	47810353	NA
chr17	47810656	NA
chr17	47810993	NA
chr17	47816767	NA
chr17	47817373	NA
chr17	47817687	NA
chr17	47817985	NA
chr17	47817990	NA
chr17	47818879	NA
chr17	47838918	NA
chr17	47841839	NA
chr17	47857324	NA
chr17	47865757	NA
chr17	47866205	exonic
chr17	47866526	NA
chr17	47866532	NA
chr17	47866695	NA
chr17	47866808	NA
chr17	47868921	NA
chr17	47873366	NA
chr17	47873413	NA
chr17	47874886	NA
chr17	47886600	NA
chr17	47886676	NA
chr17	47887176	NA
chr17	47891904	NA
chr17	47892055	NA
chr17	47892230	NA
chr17	47893780	NA
chr17	47895065	NA
chr17	47897050	NA
chr17	47897325	NA
chr17	47897617	NA
chr17	47897930	NA
chr17	47898147	NA
chr17	47898414	NA
chr17	47899209	NA
chr17	47900880	NA
chr17	47903381	exonic
chr17	47915959	NA
chr17	47921953	NA
chr17	47922341	NA
chr17	47922567	NA
chr17	47923443	NA
chr17	47925048	NA
chr17	47928834	NA
chr17	47929465	NA
chr17	68617147	NA
chr17	68618615	NA
chr17	68618689	NA
chr17	68618727	NA
chr17	68618860	NA
chr17	68626161	NA
chr17	68626245	NA
chr17	68626370	NA
chr17	68632826	NA
chr17	68651481	NA
chr17	68657718	NA
chr17	68657824	NA
chr17	68657838	NA
chr17	68664529	NA
chr17	68664599	NA
chr17	68674946	NA
chr17	68683029	NA
chr17	68683057	NA
chr17	68683203	NA
chr17	68683245	NA
chr17	68683313	NA
chr17	68683408	NA
chr17	68684282	NA
chr17	68684659	NA
chr17	68684848	NA
chr17	68684889	NA
chr17	68684927	NA
chr17	68733063	NA
chr17	68733121	NA
chr17	68740062	NA
chr17	68743519	NA
chr17	68743570	NA
chr17	68743595	NA
chr17	68743652	NA
chr17	68744021	NA
chr17	68744362	NA
chr17	68744620	NA
chr17	68744703	NA
chr17	68744789	NA
chr17	68744791	NA
chr17	68744791	NA
chr17	68744805	NA
chr17	68793306	NA
chr17	68793371	NA
chr17	68793590	NA
chr17	68826167	NA
chr17	68845035	NA
chr17	68845085	NA
chr17	68851133	NA
chr17	68851459	NA
chr17	68851643	NA
chr17	68852914	NA
chr17	68853113	NA
chr17	68853208	NA
chr17	68859718	NA
chr17	68859990	NA
chr17	68860294	NA
chr17	68866616	NA
chr17	68866644	NA
chr17	68874961	NA
chr17	68874993	NA
chr17	68875034	NA
chr17	68875048	NA
chr17	68908954	NA
chr17	68908990	NA
chr17	68909054	NA
chr17	68909094	NA
chr17	68910115	NA
chr17	68910166	NA
chr17	68933702	NA
chr17	68933731	NA
chr17	68933985	NA
chr17	68934093	NA
chr17	68934182	NA
chr17	68934347	NA
chr17	68934369	NA
chr17	68954271	NA
chr17	68954376	NA
chr17	68954415	NA
chr17	68954421	NA
chr17	68954601	NA
chr17	68954824	NA
chr17	68972817	NA
chr17	68972832	NA
chr17	68977877	NA
chr17	68977944	NA
chr17	68978050	NA
chr17	68978202	NA
chr17	68978215	NA
chr17	68992473	NA
chr17	68992710	NA
chr17	68992972	NA
chr17	68993459	NA
chr17	68994391	NA
chr17	68994954	NA
chr17	68995072	NA
chr17	68995151	NA
chr17	68995218	NA
chr17	68995241	NA
chr17	68995481	NA
chr17	68995681	NA
chr17	68995748	NA
chr17	69019479	NA
chr17	69019709	NA
chr17	69020019	NA
chr17	69020025	NA
chr17	69020093	NA
chr17	69047444	NA
chr17	69051485	NA
chr17	69065457	NA
chr17	69065740	NA
chr17	69068067	NA
chr17	69068174	NA
chr17	69080465	NA
chr17	69080503	NA
chr17	69080533	NA
chr17	69080569	NA
chr17	69080616	NA
chr17	69081148	NA
chr17	69081209	NA
chr17	69081267	NA
chr17	69081268	NA
chr17	69081493	NA
chr17	69081580	NA
chr17	69081670	NA
chr17	69081725	NA
chr17	69095332	NA
chr17	69106702	NA
chr17	69106742	NA
chr17	69106874	NA
chr17	69106912	NA
chr17	69106937	NA
chr17	69106980	NA
chr17	69107018	NA
chr17	69107059	NA
chr17	69107060	NA
chr17	69107193	NA
chr17	69107673	NA
chr17	69107816	NA
chr17	69108127	NA
chr17	69108753	NA
chr17	69109086	NA
chr17	69109618	NA
chr17	69109630	NA
chr17	69109752	NA
chr17	69109773	NA
chr17	69112519	NA
chr17	69128969	NA
chr17	69128981	NA
chr17	69129072	NA
chr17	69129298	NA
chr17	69142191	NA
chr17	69142332	NA
chr17	69159767	NA
chr17	69170624	NA
chr17	69170673	NA
chr17	69170824	NA
chr17	69170839	NA
chr17	69170970	NA
chr17	69172248	NA
chr17	69172470	NA
chr17	69172536	NA
chr17	69172605	NA
chr17	69172702	NA
chr17	69173098	NA
chr17	69173147	NA
chr17	69173149	NA
chr17	69173367	NA
chr17	69173813	NA
chr17	69174196	NA
chr17	69174217	NA
chr17	69174222	NA
chr17	69174365	NA
chr17	69174496	NA
chr17	69176879	NA
chr17	69177242	NA
chr17	69181003	NA
chr17	69182161	NA
chr17	69182293	NA
chr17	69182614	NA
chr17	69182615	NA
chr17	69182743	NA
chr17	69182791	NA
chr17	69185195	NA
chr17	69188013	NA
chr17	69188041	NA
chr17	69188226	NA
chr17	69188308	NA
chr17	69189311	NA
chr17	69199056	NA
chr17	69200234	NA
chr17	69200329	NA
chr17	69204733	NA
chr17	69227106	NA
chr17	69253842	NA
chr17	69257833	NA
chr17	69272419	NA
chr17	69283559	NA
chr17	69283575	NA
chr17	69287923	NA
chr17	69288067	NA
chr17	69288098	NA
chr17	69296393	NA
chr17	69299218	NA
chr17	69322424	NA
chr17	69322471	NA
chr17	69322500	NA
chr17	69324006	NA
chr17	69324105	NA
chr17	69325949	NA
chr17	69398186	NA
chr17	69398187	NA
chr17	69398512	NA
chr17	69398589	NA
chr17	69399273	NA
chr17	69399306	NA
chr17	69399476	NA
chr17	69401390	NA
chr17	69410068	NA
chr17	69410071	NA
chr17	69410073	NA
chr17	69410083	NA
chr17	69420591	NA
chr17	69420806	NA
chr17	69420816	NA
chr17	69420844	NA
chr17	69424113	NA
chr17	69436509	NA
chr17	69454698	NA
chr17	69457312	NA
chr17	69460635	NA
chr17	69463970	NA
chr17	69463978	NA
chr17	69463993	NA
chr17	69464101	NA
chr17	69468857	NA
chr17	69468870	NA
chr17	69468891	NA
chr17	69469125	NA
chr17	69469185	NA
chr17	69494951	NA
chr17	69495596	NA
chr17	69496924	NA
chr17	69497228	NA
chr17	69498282	NA
chr17	69498319	NA
chr17	69498504	NA
chr17	69498878	NA
chr17	69498971	NA
chr17	69499253	NA
chr17	69499341	NA
chr17	69508611	NA
chr17	69508811	NA
chr17	69509018	NA
chr17	69514192	NA
chr17	69515522	NA
chr17	69515528	NA
chr17	69515614	NA
chr17	69526644	NA
chr17	69568845	NA
chr17	69569010	NA
chr17	69569080	NA
chr17	69569276	NA
chr17	69569314	NA
chr17	69569398	NA
chr17	69576528	NA
chr17	69577006	NA
chr17	69577092	NA
chr17	69577383	NA
chr17	69581225	NA
chr17	69581849	NA
chr17	69586163	NA
chr17	69586233	NA
chr17	69586590	NA
chr18	76578223	NA
chr18	76578238	NA
chr18	76578277	NA
chr18	76579031	NA
chr18	76580717	NA
chr18	76581224	NA
chr18	76582195	NA
chr18	76582349	NA
chr18	76582953	NA
chr18	76583040	NA
chr18	76588858	NA
chr18	76588901	NA
chr18	76589032	NA
chr18	76589362	NA
chr18	76589521	NA
chr18	76597031	NA
chr18	76597099	NA
chr18	76597131	NA
chr18	76597149	NA
chr18	76597180	NA
chr18	76597184	NA
chr18	76597186	NA
chr18	76597191	NA
chr18	76597232	NA
chr18	76597248	NA
chr18	76597277	NA
chr18	76597331	NA
chr18	76601547	NA
chr18	76601582	NA
chr18	76601610	NA
chr18	76617055	NA
chr18	76617079	NA
chr18	76617227	NA
chr18	76617694	NA
chr18	76619226	NA
chr18	76619265	NA
chr18	76620092	NA
chr18	76620145	NA
chr18	76621708	NA
chr18	76622693	NA
chr18	76622807	NA
chr18	76622809	NA
chr18	76625866	NA
chr18	76625904	NA
chr18	76626051	NA
chr18	76626354	NA
chr18	76626380	NA
chr18	76626386	NA
chr18	76626387	NA
chr18	76626392	NA
chr18	76626404	NA
chr18	76626430	NA
chr18	76626434	NA
chr18	76626437	NA
chr18	76626691	NA
chr18	76626697	NA
chr18	76626700	NA
chr18	76626733	NA
chr18	76626739	NA
chr18	76626748	NA
chr18	76626762	NA
chr18	76626883	NA
chr18	76627123	NA
chr18	76627220	NA
chr18	76627313	NA
chr18	76634181	NA
chr18	76635734	NA
chr18	76639334	NA
chr18	76639338	NA
chr18	76639361	NA
chr18	76639388	NA
chr18	76639414	NA
chr18	76639421	NA
chr18	76639433	NA
chr18	76639465	NA
chr18	76639470	NA
chr18	76644497	NA
chr18	76644616	NA
chr18	76644636	NA
chr18	76644766	NA
chr18	76644771	NA
chr18	76644895	NA
chr18	76653397	NA
chr18	76653417	NA
chr18	76653449	NA
chr18	76653459	NA
chr18	76653467	NA
chr18	76655296	NA
chr18	76655381	NA
chr18	76655395	NA
chr18	76655417	NA
chr18	76655448	NA
chr18	76672862	NA
chr18	76673078	NA
chr18	76673287	NA
chr18	76673358	NA
chr18	76673995	NA
chr18	76674316	NA
chr18	76674336	NA
chr18	76674560	NA
chr18	76674561	NA
chr18	76675387	NA
chr18	76675594	NA
chr18	76675675	NA
chr18	76675811	NA
chr18	76675876	NA
chr18	76681395	NA
chr18	76682345	NA
chr18	76684386	NA
chr18	76685397	NA
chr18	76685418	NA
chr18	76685429	NA
chr18	76685433	NA
chr18	76685745	NA
chr18	76685979	NA
chr18	76686111	NA
chr18	76686283	NA
chr18	76686344	NA
chr18	76686358	NA
chr18	76692465	NA
chr18	76692542	NA
chr18	76696686	NA
chr18	76696690	NA
chr18	76696691	NA
chr18	76696771	NA
chr18	76696777	NA
chr18	76696828	NA
chr18	76696876	NA
chr18	76696941	NA
chr18	76699222	NA
chr18	76707218	NA
chr18	76707342	NA
chr18	76707478	NA
chr18	76707491	NA
chr18	76709966	NA
chr18	76709981	NA
chr18	76712539	NA
chr18	76712606	NA
chr18	76713709	NA
chr18	76715325	NA
chr18	76715395	NA
chr18	76715496	NA
chr18	76731042	NA
chr18	76731374	NA
chr18	76731675	NA
chr18	76731723	NA
chr18	76731877	NA
chr18	76732221	NA
chr18	76732741	NA
chr18	76732798	NA
chr18	76732931	NA
chr18	76733067	NA
chr18	76733474	NA
chr18	76733588	NA
chr18	76733771	NA
chr18	76733888	NA
chr18	76733977	NA
chr18	76734152	NA
chr18	76734318	NA
chr18	76734371	NA
chr18	76734664	NA
chr18	76734830	NA
chr18	76735000	NA
chr18	76735188	NA
chr18	76735786	NA
chr18	76735945	NA
chr18	76736333	NA
chr18	76736380	NA
chr18	76737595	NA
chr18	76738289	NA
chr18	76738845	NA
chr18	76738993	NA
chr18	76739282	NA
chr18	76739381	NA
chr18	76739464	NA
chr18	76739696	NA
chr18	76739868	NA
chr18	76739965	NA
chr18	76740496	NA
chr18	76740515	NA
chr18	76740548	NA
chr18	76740606	NA
chr18	76740786	NA
chr18	76741257	NA
chr18	76741423	NA
chr18	76741767	NA
chr18	76744831	NA
chr18	76745483	NA
chr18	76745589	NA
chr18	76752263	exonic
chr18	76752544	exonic
chr18	76752545	exonic
chr18	76752978	exonic
chr18	76753063	exonic
chr18	76753491	exonic
chr18	76753588	exonic
chr18	76753768	exonic
chr18	76754367	exonic
chr18	76754439	exonic
chr18	76754466	exonic
chr18	76754549	exonic
chr18	76754757	exonic
chr18	76754871	exonic
chr18	76755721	NA
chr18	76756403	NA
chr18	76756528	NA
chr18	76756587	NA
chr18	76757467	NA
chr18	76757712	NA
chr18	76757806	NA
chr18	76758884	NA
chr18	76759737	NA
chr18	76760141	NA
chr18	76760225	NA
chr18	76760972	NA
chr18	76761404	NA
chr18	76768421	NA
chr18	76768586	NA
chr18	76771704	NA
chr18	76772007	NA
chr18	76772521	NA
chr18	76773311	NA
chr18	76773482	NA
chr18	76773566	NA
chr18	76773973	NA
chr19	38249201	exonic
chr19	38250181	NA
chr19	38250241	NA
chr19	38250476	NA
chr19	38250656	NA
chr19	38253789	NA
chr19	38253790	NA
chr19	38260909	NA
chr19	38260910	NA
chr19	38262816	NA
chr19	38263650	NA
chr19	38263715	NA
chr19	38264683	NA
chr19	38264891	NA
chr19	38269123	NA
chr19	38269133	NA
chr19	38269259	NA
chr19	38269430	NA
chr19	38269785	NA
chr19	38269871	NA
chr19	38269873	NA
chr19	38269986	NA
chr19	38270163	NA
chr19	38282598	NA
chr19	38307904	NA
chr19	38308016	NA
chr19	38308466	NA
chr19	38308707	NA
chr19	38308774	NA
chr19	38314767	ncRNA_exonic
chr19	38314911	ncRNA_exonic
chr19	38315089	ncRNA_exonic
chr19	38315879	NA
chr19	38316125	NA
chr19	38316236	NA
chr19	38316354	NA
chr19	38316746	NA
chr19	38316887	NA
chr19	38322969	NA
chr19	38323184	NA
chr19	38323316	NA
chr19	38324030	NA
chr19	38324066	NA
chr19	38324428	NA
chr19	38324664	NA
chr19	38324836	NA
chr19	38325023	NA
chr19	38325136	NA
chr19	38327650	NA
chr19	38327671	NA
chr19	38327701	NA
chr19	38327910	NA
chr19	38344942	NA
chr19	38345542	NA
chr19	38346313	NA
chr19	38346629	NA
chr19	38346685	NA
chr19	38346712	NA
chr19	38347989	NA
chr19	38358750	NA
chr19	38358810	NA
chr19	38358820	NA
chr19	38358880	NA
chr19	38363084	NA
chr19	38365695	NA
chr19	38375666	exonic
chr19	38375830	exonic
chr19	38376103	exonic
chr19	38376485	exonic
chr19	38376848	exonic
chr19	38377564	exonic
chr19	38377773	exonic
chr19	38378107	exonic
chr19	38378539	exonic
chr19	38379446	exonic
chr19	38380891	exonic
chr19	38382328	exonic
chr19	38383767	exonic
chr19	38384421	exonic
chr19	38384689	exonic
chr19	38385613	exonic
chr19	38385695	exonic
chr19	38389459	NA
chr19	38389550	NA
chr19	38389653	NA
chr19	38393321	NA
chr19	38397017	NA
chr19	38397213	NA
chr19	38397503	NA
chr19	38397554	NA
chr19	38397671	NA
chr19	38398079	NA
chr19	38398590	NA
chr19	38398635	NA
chr19	38421611	NA
chr19	38421730	NA
chr19	38421949	NA
chr19	38422140	NA
chr19	38422223	NA
chr19	38422517	NA
chr19	38422754	NA
chr19	38422917	NA
chr19	38423086	NA
chr19	38423285	NA
chr19	38423414	NA
chr19	38423600	NA
chr19	38423737	NA
chr19	38424021	NA
chr19	38424544	NA
chr19	38424558	NA
chr19	38424754	NA
chr19	38425053	NA
chr19	38426985	NA
chr19	38427097	NA
chr19	38432097	NA
chr19	38432098	NA
chr19	38432099	NA
chr19	38432391	NA
chr19	38433185	NA
chr19	38433436	NA
chr19	38433492	NA
chr19	38433555	NA
chr19	38433652	NA
chr19	38442270	NA
chr19	38442713	NA
chr19	38446824	NA
chr19	38447701	NA
chr19	38447753	NA
chr19	38448134	NA
chr19	38448168	NA
chr19	38448206	NA
chr19	38448231	NA
chr19	38456697	NA
chr19	38456720	NA
chr19	38456823	NA
chr19	38456907	NA
chr19	38457103	NA
chr19	38457488	NA
chr19	38459387	NA
chr19	38459491	NA
chr19	38459517	NA
chr19	38459654	NA
chr19	38460493	NA
chr19	38460797	NA
chr19	38461207	NA
chr19	38461229	NA
chr19	38461286	NA
chr19	38461440	NA
chr19	38461659	NA
chr19	38470616	NA
chr19	38470653	NA
chr19	38470742	NA
chr19	38470822	NA
chr19	38471048	NA
chr19	38471314	NA
chr19	38471416	NA
chr19	38471580	NA
chr19	38471844	NA
chr19	38472134	NA
chr19	38472344	NA
chr19	38472593	NA
chr19	38472596	NA
chr19	38472665	NA
chr19	38472722	NA
chr19	38472925	NA
chr19	38473157	NA
chr19	38473275	NA
chr19	38473458	NA
chr19	38473459	NA
chr19	38473514	NA
chr19	38473929	NA
chr19	38474060	NA
chr19	38474095	NA
chr19	38474127	NA
chr19	38474158	NA
chr19	38478465	NA
chr19	38493881	NA
chr19	38493921	NA
chr19	38494306	NA
chr19	38494322	NA
chr19	38494504	NA
chr19	38495189	NA
chr19	38495370	NA
chr19	38495402	NA
chr19	38495507	NA
chr19	38495655	NA
chr19	38495694	NA
chr19	38503159	NA
chr19	38503208	NA
chr19	38503652	NA
chr19	38513767	NA
chr19	38513983	NA
chr19	38514318	NA
chr19	38514522	NA
chr19	38514649	NA
chr19	38514717	NA
chr19	38515280	NA
chr19	38517136	NA
chr19	38519723	NA
chr19	38527052	NA
chr19	38534477	NA
chr19	38534583	NA
chr19	38534650	NA
chr19	38535535	NA
chr19	38545560	NA
chr19	38546154	NA
chr19	38546158	NA
chr19	38546373	NA
chr19	38546879	NA
chr19	38547506	NA
chr19	38547915	NA
chr19	38547978	NA
chr19	38548094	NA
chr19	38548205	NA
chr19	38548278	NA
chr19	38548298	NA
chr19	38548347	NA
chr19	38548348	NA
chr19	38548863	NA
chr19	38550288	NA
chr19	38550574	NA
chr19	38550657	NA
chr19	38550705	NA
chr19	38551059	NA
chr19	38551126	NA
chr19	38551357	NA
chr19	38551478	NA
chr19	38551493	NA
chr19	38551591	NA
chr19	38551870	NA
chr19	38553851	NA
chr19	38553909	NA
chr19	38554057	NA
chr19	38554304	NA
chr19	38554364	NA
chr19	38554468	NA
chr19	38554581	NA
chr19	38560003	NA
chr19	38560009	NA
chr19	38560126	NA
chr19	38560210	NA
chr19	38560573	NA
chr19	38560691	NA
chr19	38561995	NA
chr19	38571728	NA
chr19	38572894	exonic
chr19	38573053	exonic
chr19	38573068	exonic
chr19	38573139	exonic
chr19	38573149	exonic
chr19	38573347	exonic
chr19	38574769	NA
chr19	38574772	NA
chr19	38574898	NA
chr19	38586183	NA
chr19	38586434	NA
chr19	38586721	NA
chr19	38590700	exonic
chr19	38591817	exonic
chr19	38602214	NA
chr19	38610504	exonic
chr19	38625341	NA
chr19	38625596	NA
chr19	38625946	NA
chr19	38625979	NA
chr19	38626019	NA
chr19	38626108	NA
chr19	38626176	NA
chr19	38626317	NA
chr19	38626374	NA
chr19	38631252	NA
chr19	38632960	NA
chr19	38633159	NA
chr19	38634723	NA
chr19	38643539	exonic
chr19	38650057	NA
